Step,train_accuracy
132,6.866776316
133,6.897154851
134,6.927083333
135,6.985294118
136,7.002737226
137,6.991621377
138,7.008767986
139,7.081473214
140,7.081117021
141,7.12477993
142,7.173295455
143,7.215711806
144,7.214439655
145,7.245291096
146,7.286352041
147,7.321579392
148,7.393036913
149,7.432291667
150,7.486548013
151,7.540090461
152,7.562295752
153,7.599431818
154,7.620967742
155,7.632211538
156,7.698049363
157,7.733386076
158,7.73879717
159,7.768554688
160,7.836762422
161,7.875192901
162,7.93232362
163,7.969702744
164,8.016098485
165,8.066641566
166,8.107223054
167,8.10546875
168,8.15920858
169,8.180147059
170,8.20997807
171,8.24400436
172,8.286669075
173,8.306393678
174,8.357142857
175,8.40287642
176,8.456920904
177,8.519136236
178,8.545740223
179,8.572048611
180,8.585117403
181,8.619505495
182,8.666325137
183,8.678668478
184,8.724662162
185,8.782762097
186,8.836062834
187,8.868018617
188,8.899636243
189,8.926809211
190,8.974149215
191,9.004720052
192,9.079501295
193,9.133376289
194,9.158653846
195,9.175701531
196,9.212404822
197,9.256628788
198,9.30826005
199,9.328125
200,9.375
201,9.425278465
202,9.482758621
203,9.532015931
204,9.580792683
205,9.625303398
206,9.688254831
207,9.735576923
208,9.774970096
209,9.813988095
210,9.856338863
211,9.901975236
212,9.954518779
213,10.03212617
214,10.07630814
215,10.12731481
216,10.15625
217,10.20642202
218,10.23473174
219,10.30184659
220,10.33300339
221,10.36739865
222,10.41199552
223,10.47363281
224,10.5
225,10.52613385
226,10.57612885
227,10.62225877
228,10.66116266
229,10.69633152
230,10.78192641
231,10.84994612
232,10.87714592
233,10.95419338
234,11.01396277
235,11.05667373
236,11.11220992
237,11.16071429
238,11.20881276
239,11.25
240,11.31029564
241,11.36363636
242,11.40367798
243,11.44339139
244,11.50829082
245,11.56948679
246,11.62386134
247,11.68094758
248,11.74071285
249,11.784375
250,11.81835159
251,11.87375992
252,11.92255435
253,11.99557087
254,12.02818627
255,12.10021973
256,12.16865272
257,12.21233043
258,12.28281853
259,12.32271635
260,12.38625479
261,12.43141698
262,12.50594106
263,12.54734848
264,12.60023585
265,12.62922932
266,12.66678371
267,12.72154851
268,12.81366171
269,12.84143519
270,12.8978321
271,12.95955882
272,12.9893544
273,13.06170164
274,13.13352273
275,13.19067029
276,13.25586643
277,13.31216277
278,13.37925627
279,13.44866071
280,13.49532918
281,13.57214096
282,13.64012809
283,13.7131382
284,13.80482456
285,13.86309003
286,13.87739547
287,13.96755642
288,14.0192474
289,14.08405172
290,14.12424828
291,14.18824914
292,14.2278157
293,14.28039966
294,14.33792373
295,14.38186233
296,14.44391835
297,14.53963926
298,14.61120401
299,14.66927083
300,14.72695183
301,14.79718543
302,14.84117162
303,14.92598684
304,14.99231557
305,15.0684232
306,15.13385586
307,15.18364448
308,15.24069579
309,15.28981855
310,15.33360129
311,15.41716747
312,15.48522364
313,15.53542994
314,15.59027778
315,15.625
316,15.7137224
317,15.77977594
318,15.82827194
319,15.87158203
320,15.95356308
321,16.02775621
322,16.1063274
323,16.1554784
324,16.19711538
325,16.25527224
326,16.33935398
327,16.40386814
328,16.46086626
329,16.52698864
330,16.61867447
331,16.68627636
332,16.77693318
333,16.85301272
334,16.91697761
335,16.97358631
336,17.05999629
337,17.10428994
338,17.16214971
339,17.23345588
340,17.29288856
341,17.34283626
342,17.42438047
343,17.49863735
344,17.54755435
345,17.60070448
346,17.64679395
347,17.71506825
348,17.78742837
349,17.84598214
350,17.91310541
351,17.98428622
352,18.04842422
353,18.12985523
354,18.19322183
355,18.26062149
356,18.31451331
357,18.38774441
358,18.48232939
359,18.55902778
360,18.61365997
361,18.70467887
362,18.73708678
363,18.80580357
364,18.90625
365,18.96559085
366,19.04802452
367,19.10665761
368,19.17132453
369,19.25253378
370,19.33751685
371,19.39264113
372,19.47260389
373,19.53125
374,19.61458333
375,19.68708444
376,19.77163462
377,19.82266865
378,19.89610818
379,19.95476974
380,20.02337598
381,20.09980366
382,20.15951371
383,20.20874023
384,20.27394481
385,20.34285946
386,20.41949289
387,20.48365013
388,20.54747751
389,20.61498397
390,20.66815857
391,20.74497768
392,20.81743003
393,20.88951459
394,20.95727848
395,21.00694444
396,21.06423174
397,21.12908291
398,21.2112312
399,21.265625
400,21.31000623
401,21.3872046
402,21.44269541
403,21.48824257
404,21.56828704
405,21.63639163
406,21.70608108
407,21.78500306
408,21.84061736
409,21.9054878
410,21.95293491
411,22.0153216
412,22.07740617
413,22.13730374
414,22.21009036
415,22.27501502
416,22.3377548
417,22.37963517
418,22.44928401
419,22.5093006
420,22.56717637
421,22.63403436
422,22.71350473
423,22.78338738
424,22.85661765
425,22.92583627
426,22.99107143
427,23.05965245
428,23.11516608
429,23.17587209
430,23.24354698
431,23.31090856
432,23.38156755
433,23.44290035
434,23.5003592
435,23.56113819
436,23.63236556
437,23.69970034
438,23.76672836
439,23.82634943
440,23.89278628
441,23.96069005
442,24.03710497
443,24.08150338
444,24.14325843
445,24.20648823
446,24.25545302
447,24.30768694
448,24.36490813
449,24.42881944
450,24.47339246
451,24.55060841
452,24.60506347
453,24.64723293
454,24.71497253
455,24.77727522
456,24.8529814
457,24.91129913
458,24.99829793
459,25.06793478
460,25.13388015
461,25.19784903
462,25.26154158
463,25.31654095
464,25.37634409
465,25.44092006
466,25.49852784
467,25.5592281
468,25.62633262
469,25.70146277
470,25.75802813
471,25.81931939
472,25.88860994
473,25.96584916
474,26.03125
475,26.09238247
476,61.71875
477,59.765625
478,58.59375
479,58.0078125
480,59.0625
481,59.24479167
482,59.26339286
483,59.765625
484,59.46180556
485,59.21875
486,59.30397727
487,59.11458333
488,58.89423077
489,59.15178571
490,59.01041667
491,59.13085938
492,59.28308824
493,59.46180556
494,59.70394737
495,59.8046875
496,60.04464286
497,60.19176136
498,59.7486413
499,59.47265625
500,59.6875
501,60.06610577
502,60.04050926
503,59.9609375
504,60.18318966
505,60.078125
506,60.30745968
507,60.37597656
508,60.3219697
509,60.40900735
510,60.40178571
511,60.67708333
512,60.76858108
513,60.85526316
514,60.87740385
515,60.83984375
516,60.99466463
517,61.06770833
518,61.15552326
519,61.34588068
520,61.40625
521,61.51494565
522,61.48603723
523,61.58854167
524,61.63903061
525,61.96875
526,61.99448529
527,62.12439904
528,62.13148585
529,62.23958333
530,62.28693182
531,62.34654018
532,62.45888158
533,62.60775862
534,62.69862288
535,62.734375
536,62.88422131
537,62.96622984
538,63.02083333
539,63.12255859
540,63.26923077
541,63.43513258
542,63.51445896
543,63.66038603
544,63.84737319
545,63.91741071
546,64.05149648
547,64.20355903
548,64.37285959
549,64.43201014
550,64.48958333
551,64.55592105
552,64.61038961
553,64.63341346
554,64.7943038
555,64.90234375
556,64.99807099
557,65.15815549
558,65.21084337
559,65.26227679
560,65.27573529
561,65.47056686
562,65.51724138
563,65.57173295
564,65.75667135
565,65.80729167
566,65.87396978
567,65.96467391
568,66.01982527
569,66.04886968
570,66.10197368
571,66.18652344
572,66.32570876
573,66.39827806
574,66.48516414
575,66.625
576,66.6924505
577,66.82751225
578,66.89168689
579,66.93960337
580,67.03869048
581,67.18012972
582,67.28971963
583,67.3900463
584,67.43836009
585,67.52840909
586,67.56052928
587,67.65485491
588,67.79590708
589,67.87280702
590,67.96195652
591,68.04956897
592,68.12900641
593,68.18723517
594,68.28387605
595,68.359375
596,68.46590909
597,68.59631148
598,68.70553862
599,68.79410282
600,68.88125
601,69.00421627
602,69.06988189
603,69.140625
604,69.26477713
605,69.32091346
606,69.41793893
607,69.5016572
608,69.57824248
609,69.69449627
610,69.75694444
611,69.79549632
612,69.87910584
613,69.97282609
614,70.02585432
615,70.13950893
616,70.21830674
617,70.3125
618,70.42176573
619,70.50238715
620,70.59806034
621,70.66566781
622,70.74829932
623,70.81925676
624,70.9102349
625,71
626,71.08857616
627,71.20168586
628,71.27757353
629,71.39306006
630,71.50201613
631,71.59955929
632,71.69585987
633,71.78105222
634,71.82095126
635,71.89941406
636,72.0011646
637,72.08719136
638,72.14340491
639,72.20846037
640,72.27272727
641,72.35504518
642,72.3989521
643,72.4516369
644,72.53143491
645,72.60110294
646,72.63797515
647,72.69258721
648,72.78269509
649,72.83135776
650,72.90625
651,72.98473011
652,73.06232345
653,73.16099017
654,73.25418994
655,73.34201389
656,73.39865331
657,73.48471841
658,73.54849727
659,73.62007473
660,73.68665541
661,73.76932124
662,73.83856952
663,73.90708112
664,73.99966931
665,74.02138158
666,74.1042212
667,74.17399089
668,74.25113342
669,74.31137242
670,74.39903846
671,74.44595026
672,74.5161802
673,74.59753788
674,74.68592965
675,74.75
676,74.8289801
677,74.88784035
678,74.95766626
679,75.00382966
680,75.05716463
681,75.1251517
682,75.19625604
683,75.26292067
684,75.31773325
685,75.390625
686,75.47023104
687,75.5417158
688,75.6272007
689,75.66807827
690,75.72311047
691,75.7848669
692,75.85325461
693,75.91026376
694,75.98458904
695,76.0546875
696,76.11001131
697,76.18595158
698,76.24369395
699,76.29394531
700,76.35416667
701,76.41385509
702,76.47301762
703,76.54536732
704,76.59661572
705,76.63722826
706,76.69778139
707,76.76117996
708,76.81732833
709,76.87299679
710,76.94481383
711,77.0060911
712,77.07344409
713,77.12053571
714,77.19011506
715,77.24283854
716,77.30160788
717,77.36957645
718,77.43055556
719,77.46542008
720,77.53826531
721,77.61051829
722,77.66637146
723,77.7312248
724,77.80183233
725,77.859375
726,77.91023406
727,77.96999008
728,78.01074605
729,78.06963583
730,78.11580882
731,78.15856934
732,78.21923638
733,78.26126453
734,78.32709942
735,78.38641827
736,78.43330939
737,78.47984256
738,78.51413973
739,78.56889205
740,78.61733491
741,78.66541353
742,78.72191011
743,78.77506996
744,78.84526022
745,78.90335648
746,78.9552583
747,79.00390625
748,79.06364469
749,79.10013686
750,79.14488636
751,79.18931159
752,79.23905686
753,79.3024955
754,79.35987903
755,79.41127232
756,79.47064057
757,79.50742465
758,79.54394876
759,79.59397007
760,79.64089912
761,79.69842657
762,79.73377613
763,79.78515625
764,79.8361808
765,79.87607759
766,79.91838488
767,79.95237586
768,79.99413396
769,80.03295068
770,80.06885593
771,80.11243666
772,80.16098485
773,80.20658557
774,80.25449415
775,80.29947917
776,80.33897425
777,80.38596854
778,80.43523102
779,80.48159951
780,80.53534836
781,80.57342729
782,80.60871336
783,80.64123377
784,80.66595874
785,80.70816532
786,80.7551246
787,80.79677484
788,80.84315096
789,80.88674363
790,80.94246032
791,80.99040744
792,81.02819401
793,81.07802673
794,81.13244514
795,81.18164063
796,81.22566199
797,81.26940994
798,81.31530573
799,81.35609568
800,81.38701923
801,81.42494248
802,81.46502294
803,81.49533155
804,81.53020517
805,81.56960227
806,81.61348187
807,81.65709714
808,81.70045045
809,81.74354416
810,81.78404851
811,81.81268601
812,81.84579006
813,81.8856324
814,81.92523968
815,81.953125
816,81.99459311
817,82.03353436
818,82.07452624
819,82.10392442
820,82.13994565
821,82.18479046
822,82.2293768
823,82.27146193
824,82.30211318
825,82.33258929
826,82.36956909
827,82.41299716
828,82.45175283
829,82.48366879
830,82.51980634
831,82.55354635
832,82.58709734
833,82.61609637
834,82.6645195
835,82.70616319
836,82.7410838
837,82.78012776
838,82.81895661
839,82.85113324
840,82.88741438
841,82.91495902
842,82.95299728
843,82.98021399
844,83.01786924
845,83.04898649
846,83.08414757
847,83.12121976
848,83.15180965
849,83.18432487
850,83.21875
851,83.25091423
852,83.29119695
853,83.32299934
854,83.3587566
855,83.39021382
856,83.42560696
857,83.46285995
858,83.49175914
859,83.52254232
860,83.55925325
861,83.59577396
862,83.62403101
863,83.6461018
864,83.68010925
865,83.71594551
866,83.75159847
867,83.78308355
868,83.80844466
869,83.8416085
870,83.86273734
871,83.88967803
872,83.91845088
873,83.93726445
874,83.97164787
875,84.00195313
876,84.03015898
877,84.05239428
878,84.07451923
879,84.10813738
880,84.13966049
881,84.1671798
882,84.20416155
883,84.23138787
884,84.26230134
885,84.28925305
886,84.31797445
887,84.35224515
888,84.375
889,84.40896739
890,84.43335843
891,84.46514423
892,84.50052458
893,84.52639055
894,84.55586217
895,84.58891369
896,84.61624109
897,84.63788507
898,84.66312057
899,84.69929245
900,84.72426471
901,84.75278756
902,84.77751756
903,84.80943341
904,84.84120047
905,84.87100291
906,84.9024797
907,84.93200231
908,84.95778002
909,84.97803859
910,85.00718391
911,85.03619553
912,85.06149886
913,85.090254
914,85.11887813
915,85.14204545
916,85.17042234
917,85.19336821
918,85.21797404
919,85.2442286
920,85.27212079
921,85.29813621
922,85.31704418
923,85.34109933
924,85.36852728
925,85.38888889
926,85.41955377
927,85.44316925
928,85.46840508
929,85.49180892
930,85.52197802
931,85.546875
932,85.57679158
933,85.6082833
934,85.63282952
935,85.65217391
936,85.67312907
937,85.69737554
938,85.71982991
939,85.74723869
940,85.77452957
941,85.80002682
942,85.82708779
943,85.85236378
944,85.87919776
945,85.90591755
946,85.93086518
947,85.95405191
948,85.98209567
949,86.00837289
950,86.02631579
951,86.04738994
952,97.65625
953,96.09375
954,96.09375
955,96.484375
956,96.875
957,96.74479167
958,96.65178571
959,96.77734375
960,96.96180556
961,97.109375
962,97.15909091
963,97.0703125
964,96.99519231
965,97.04241071
966,97.08333333
967,97.16796875
968,97.19669118
969,97.265625
970,97.28618421
971,97.421875
972,97.28422619
973,97.33664773
974,97.38451087
975,97.42838542
976,97.46875
977,97.53605769
978,97.59837963
979,97.60044643
980,97.57543103
981,97.55208333
982,97.55544355
983,97.58300781
984,97.58522727
985,97.58731618
986,97.58928571
987,97.52604167
988,97.55067568
989,97.53289474
990,97.51602564
991,97.5390625
992,97.54192073
993,97.56324405
994,97.56540698
995,97.58522727
996,97.58680556
997,97.60529891
998,97.58976064
999,97.59114583
1000,97.60841837
1001,97.625
1002,97.65625
1003,97.67127404
1004,97.67099057
1005,97.65625
1006,97.67045455
1007,97.69810268
1008,97.68366228
1009,97.72359914
1010,97.74894068
1011,97.74739583
1012,97.74590164
1013,97.78225806
1014,97.79265873
1015,97.80273438
1016,97.80048077
1017,97.8219697
1018,97.84281716
1019,97.86305147
1020,97.88269928
1021,97.890625
1022,97.92033451
1023,97.93836806
1024,97.91309932
1025,97.89907095
1026,97.89583333
1027,97.90296053
1028,97.88961039
1029,97.88661859
1030,97.89359177
1031,97.86132813
1032,97.84915123
1033,97.85632622
1034,97.85391566
1035,97.87016369
1036,97.88602941
1037,97.89244186
1038,97.88074713
1039,97.8959517
1040,97.89325843
1041,97.87326389
1042,97.87946429
1043,97.88552989
1044,97.90826613
1045,97.91389628
1046,97.91118421
1047,97.92480469
1048,97.90592784
1049,97.91135204
1050,97.92455808
1051,97.9453125
1052,97.95018564
1053,97.96262255
1054,97.98240291
1055,97.98677885
1056,98.00595238
1057,97.99528302
1058,98.00671729
1059,97.98900463
1060,97.99311927
1061,98.01136364
1062,98.0152027
1063,98.01199777
1064,98.02267699
1065,98.03316886
1066,98.01630435
1067,98.01993534
1068,98.01682692
1069,98.02039195
1070,98.01733193
1071,98.02734375
1072,98.03719008
1073,98.03406762
1074,98.04369919
1075,98.0531754
1076,98.0625
1077,98.07787698
1078,98.09301181
1079,98.09570313
1080,98.09229651
1081,98.10096154
1082,98.11545802
1083,98.12973485
1084,98.13204887
1085,98.13432836
1086,98.13078704
1087,98.13878676
1088,98.14666971
1089,98.16009964
1090,98.17333633
1091,98.18638393
1092,98.19370567
1093,98.17891725
1094,98.18618881
1095,98.18250868
1096,98.18965517
1097,98.19670377
1098,98.20365646
1099,98.19467905
1100,98.20155201
1101,98.20833333
1102,98.21502483
1103,98.22676809
1104,98.23835784
1105,98.23965097
1106,98.24596774
1107,98.24719551
1108,98.24840764
1109,98.24960443
1110,98.25569969
1111,98.25683594
1112,98.25795807
1113,98.25424383
1114,98.2553681
1115,98.26124238
1116,98.2717803
1117,98.28219127
1118,98.29247754
1119,98.30264137
1120,98.30806213
1121,98.30882353
1122,98.31414474
1123,98.31486192
1124,98.32008671
1125,98.31627155
1126,98.31696429
1127,98.30433239
1128,98.3006709
1129,98.30582865
1130,98.30656425
1131,98.29861111
1132,98.29937845
1133,98.30872253
1134,98.3051571
1135,98.31436821
1136,98.31925676
1137,98.32409274
1138,98.32887701
1139,98.33361037
1140,98.34242725
1141,98.34703947
1142,98.35569372
1143,98.36425781
1144,98.36868523
1145,98.37709407
1146,98.37740385
1147,98.3856824
1148,98.3819797
1149,98.39015152
1150,98.39824121
1151,98.40625
1152,98.39863184
1153,98.40269183
1154,98.40671182
1155,98.40686275
1156,98.4070122
1157,98.40716019
1158,98.40730676
1159,98.41120793
1160,98.41133373
1161,98.4077381
1162,98.41528436
1163,98.41907429
1164,98.42649648
1165,98.4301986
1166,98.4375
1167,98.4447338
1168,98.44830069
1169,98.45541858
1170,98.46247146
1171,98.46590909
1172,98.46931561
1173,98.47269144
1174,98.47253363
1175,98.47586496
1176,98.48263889
1177,98.48935288
1178,98.49256608
1179,98.49917763
1180,98.50573144
1181,98.50883152
1182,98.51190476
1183,98.51495151
1184,98.5179721
1185,98.52430556
1186,98.52393617
1187,98.5268803
1188,98.52979958
1189,98.53269433
1190,98.53883368
1191,98.54492188
1192,98.54771784
1193,98.5504907
1194,98.5468107
1195,98.55276639
1196,98.55548469
1197,98.55182927
1198,98.55769231
1199,98.55720766
1200,98.55986446
1201,98.565625
1202,98.57133964
1203,98.57390873
1204,98.57954545
1205,98.58206201
1206,98.5814951
1207,98.58398438
1208,98.58949416
1209,98.59496124
1210,98.59435328
1211,98.59675481
1212,98.60213123
1213,98.6074666
1214,98.61276141
1215,98.61505682
1216,98.62028302
1217,98.62253289
1218,98.62769195
1219,98.6328125
1220,98.63789498
1221,98.63715278
1222,98.64218173
1223,98.63855699
1224,98.63782051
1225,98.64279197
1226,98.64204545
1227,98.64413496
1228,98.64902978
1229,98.65388939
1230,98.65031362
1231,98.65513393
1232,98.65435943
1233,98.65913121
1234,98.66386926
1235,98.66307218
1236,98.66776316
1237,98.67242133
1238,98.67704704
1239,98.67621528
1240,98.68079585
1241,98.68534483
1242,98.68449313
1243,98.68364726
1244,98.68547355
1245,98.68994473
1246,98.68908898
1247,98.68823902
1248,98.69265572
1249,98.69704279
1250,98.7014005
1251,98.70572917
1252,98.71002907
1253,98.7143005
1254,98.71596535
1255,98.72018914
1256,98.72438525
1257,98.72600082
1258,98.72760586
1259,98.72920049
1260,98.72572816
1261,98.72731855
1262,98.72889871
1263,98.73297276
1264,98.73702077
1265,98.73855494
1266,98.74255952
1267,98.74159415
1268,98.74556388
1269,98.74459513
1270,98.74118339
1271,98.74511719
1272,98.74415888
1273,98.74563276
1274,98.74467879
1275,98.74373071
1276,98.74278846
1277,98.74664494
1278,98.75047783
1279,98.75428735
1280,98.75807371
1281,98.75710227
1282,98.76085725
1283,98.76223645
1284,98.76360736
1285,98.76730913
1286,98.77098881
1287,98.77464658
1288,98.77828264
1289,98.78189719
1290,98.78318584
1291,98.78446691
1292,98.78803152
1293,98.79157529
1294,98.7950984
1295,98.79860102
1296,98.80208333
1297,98.80554552
1298,98.80448487
1299,98.80792026
1300,98.81133596
1301,98.81473214
1302,98.81810897
1303,98.81924716
1304,98.8203789
1305,98.82371116
1306,98.82702465
1307,98.828125
1308,98.83140756
1309,98.83467179
1310,98.83791783
1311,98.84114583
1312,98.84435596
1313,98.84754834
1314,98.85072314
1315,98.8517342
1316,98.85273973
1317,98.85373975
1318,98.85686308
1319,98.85996943
1320,98.86094173
1321,98.86402027
1322,98.86497642
1323,98.86802755
1324,98.87106233
1325,98.87408088
1326,98.87291667
1327,98.87591423
1328,98.87682361
1329,98.87979497
1330,98.88068931
1331,98.88157895
1332,98.88451444
1333,98.8853894
1334,98.88625979
1335,98.88916016
1336,98.89204545
1337,98.8949158
1338,98.89373385
1339,98.89457152
1340,98.89741324
1341,98.90024038
1342,98.90305307
1343,98.90385842
1344,98.90664758
1345,98.90743972
1346,98.90822785
1347,98.90703914
1348,98.90979219
1349,98.90860553
1350,98.90938283
1351,98.91015625
1352,98.90897756
1353,98.91169154
1354,98.91245347
1355,98.91127785
1356,98.91010802
1357,98.91279249
1358,98.91546376
1359,98.91620711
1360,98.91885697
1361,98.91958841
1362,98.92221715
1363,98.92483313
1364,98.92554479
1365,98.92625302
1366,98.92695783
1367,98.92953726
1368,98.93210432
1369,98.93465909
1370,98.93720167
1371,98.93973214
1372,98.94225059
1373,98.94475711
1374,98.94540485
1375,98.9478921
1376,98.95036765
1377,98.95099765
1378,98.95345433
1379,98.95589953
1380,98.95651224
1381,98.95893895
1382,98.96135441
1383,98.96014178
1384,98.96073903
1385,98.96313364
1386,98.96372126
1387,98.96609805
1388,98.96846396
1389,98.97081906
1390,98.97138383
1391,98.97194602
1392,98.97427721
1393,98.97659785
1394,98.97890801
1395,98.98120777
1396,98.98349719
1397,98.98577635
1398,98.98629754
1399,98.98856027
1400,98.98733296
1401,98.98784722
1402,98.99009146
1403,98.99059735
1404,98.99282561
1405,98.99504405
1406,98.99553571
1407,98.99602522
1408,98.99480306
1409,98.99529203
1410,98.99748094
1411,98.99966033
1412,99.00183026
1413,99.0039908
1414,99.00614201
1415,99.00828394
1416,99.01041667
1417,99.01086373
1418,99.0129818
1419,99.01509081
1420,99.01552505
1421,99.01761968
1422,99.01970541
1423,99.02178231
1424,99.02219873
1425,99.0242616
1426,99.02467105
1427,99.02625659
